FullGeneName,GeneID,SortIndex,Uniprot ID,GeneName,Length (bp),PZ,OrthologID_D,OrthologID_CM,Product,Mass (kD),Function,Mem true,Hyp true,DNA true,Secr true,Inc true,Protein Family,EB,RB,Microarray,PDB ID,PDB,PDBImageURL,AlphaFold ID,AFImageURL,Version,Structural homology (Foldseek),Biological Process,Cellular Component,Molecular Function,Subcellular Location,Subunit Structure,LastEdited,EditedByName,Favorite
 CTL0802,CTL0802,779,A0A0H3MHI0,,151,,CT540,TC0827,Putative tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Class IV-like SAM-binding methyltransferase superfamily, RNA methyltransferase TrmH family, TrmL subfamily",ND,ND,Constitutive,,,,A0A0H3MHI0,,,,tRNA methylation [GO:0030488],cytoplasm [GO:0005737],RNA binding [GO:0003723]; tRNA (5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase activity [GO:0141102]; tRNA (cytidine(34)-2'-O)-methyltransferase activity [GO:0141098],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01885}.,,,,
mip CTL0803,CTL0803,780,A0A0H3MDR1,mip,243,,CT541,TC0828,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FKBP-type PPIase family,75,663,Constitutive,,,,A0A0H3MDR1,,,,protein folding [GO:0006457],,peptidyl-prolyl cis-trans isomerase activity [GO:0003755],,,,,
aspS CTL0804,CTL0804,781,B0B8B6,aspS,582,,CT542,TC0829,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Class-II aminoacyl-tRNA synthetase family, Type 1 subfamily",120,ND,Constitutive,,,,B0B8B6,,,,aspartyl-tRNA aminoacylation [GO:0006422],cytoplasm [GO:0005737],aspartate-tRNA ligase activity [GO:0004815]; aspartate-tRNA(Asn) ligase activity [GO:0050560]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00044}.,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00044}.,,,
hisS CTL0805,CTL0805,782,B0B8B7,hisS,428,,CT543,TC0830,Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Class-II aminoacyl-tRNA synthetase family,14,ND,Constitutive,,,,B0B8B7,,,,histidyl-tRNA aminoacylation [GO:0006427],cytoplasm [GO:0005737],ATP binding [GO:0005524]; histidine-tRNA ligase activity [GO:0004821],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00127}.,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00127}.,,,
uhpC CTL0806,CTL0806,783,A0A0H3MLE3,uhpC,456,,CT544,TC0831,Sugar phosphate permease,,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,,NQ,138,Mid_Late,,,,A0A0H3MLE3,,,,,membrane [GO:0016020],transmembrane transporter activity [GO:0022857],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
dnaE CTL0807,CTL0807,784,A0A0H3MCM4,dnaE,1237,,CT545,TC0832,DNA-directed DNA polymerase (EC 2.7.7.7),,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MCM4,,,,DNA replication [GO:0006260],,3'-5' exonuclease activity [GO:0008408]; DNA-directed DNA polymerase activity [GO:0003887],,,,,
 CTL0808,CTL0808,785,A0A0H3MCC9,,289,,CT546,TC0834,Outer membrane protein,,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Late,,,,A0A0H3MCC9,,,,,,,,,,,
 CTL0809,CTL0809,786,A0A0H3MHI4,,318,,CT547,TC0835,Exported protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,72,Constitutive,,,,A0A0H3MHI4,,,,,,protein serine/threonine kinase activity [GO:0004674],,,,,
 CTL0810,CTL0810,787,A0A0H3MDR4,,194,,CT548,TC0836,Exported protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MDR4,,,,,,,,,,,
rsbW CTL0811,CTL0811,788,A0A0H3MLE8,rsbW,146,,CT549,TC0837,non-specific serine/threonine protein kinase (EC 2.7.11.1),,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,Anti-sigma-factor family,30,NQ,Constitutive,,,,A0A0H3MLE8,,,,,,protein serine/threonine kinase activity [GO:0004674],,,,,
 CTL0812,CTL0812,789,A0A0H3MCM9,,141,,CT550,TC0838,Uncharacterized protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Mid_Late,,,,A0A0H3MCM9,,,,,,,,,,,
dacC CTL0813,CTL0813,790,A0A0H3MCD3,dacC,437,,CT551,TC0839,D-alanyl-D-alanine carboxypeptidase,,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MCD3,,,,proteolysis [GO:0006508],membrane [GO:0016020],serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002],,,,,
 CTL0814,CTL0814,791,A0A0H3MHI8,,135,,CT552,TC0840,Exported protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Late,,,,A0A0H3MHI8,,,,,,,,,,,
 CTL0815,CTL0815,792,A0A0H3MDR7,,368,,CT553,TC0841,Methyltransferase,,Other,FALSE,FALSE,FALSE,FALSE,FALSE,"Class I-like SAM-binding methyltransferase superfamily, RsmB/NOP family",ND,ND,Mid_Late,,,,A0A0H3MDR7,,,,RNA methylation [GO:0001510],,RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173],,,,,
brnQ CTL0817,CTL0817,793,A0A0H3MLF2,brnQ,411,,CT554,TC0842,Branched-chain amino acid transport system carrier protein,,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,Branched chain amino acid transporter family,ND,ND,Constitutive,,,,A0A0H3MLF2,,,,,plasma membrane [GO:0005886],branched-chain amino acid transmembrane transporter activity [GO:0015658],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 CTL0818,CTL0818,794,A0A0H3MCN3,,1199,,CT555,TC0843,Helicase (SWF/SNF family),,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MCN3,,,,,,ATP binding [GO:0005524]; ATP-dependent chromatin remodeler activity [GO:0140658]; helicase activity [GO:0004386]; zinc ion binding [GO:0008270],,,,,
 CTL0819,CTL0819,795,A0A0H3MCD5,,159,,CT556,TC0844,Membrane protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MCD5,,,,,membrane [GO:0016020],,,,,,
lpdA CTL0820,CTL0820,796,A0A0H3MHJ2,lpdA,465,,CT557,TC0846,Dihydrolipoyl dehydrogenase (EC 1.8.1.4),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Class-I pyridine nucleotide-disulfide oxidoreductase family,96,NQ,Constitutive,,,,A0A0H3MHJ2,,,,,cytoplasm [GO:0005737],dihydrolipoyl dehydrogenase activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660],,,,,
lipA CTL0821,CTL0821,797,B0B8D2,lipA,311,,CT558,TC0847,Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA),,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Radical SAM superfamily, Lipoyl synthase family",NQ,ND,Constitutive,,,,B0B8D2,,,,,cytoplasm [GO:0005737],"4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]",Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00206}.,,,,
sctJ CTL0822,CTL0822,798,A0A0H3MDS0,sctJ,325,,CT559,TC0848,"Type III secretion system protein, membrane component",,Type III secretion,TRUE,FALSE,FALSE,FALSE,FALSE,YscJ lipoprotein family,71,128,Mid_Late,,,,A0A0H3MDS0,,,,protein secretion [GO:0009306],cell outer membrane [GO:0009279],,Cell outer membrane {ECO:0000256|ARBA:ARBA00004459}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004459}. Membrane {ECO:0000256|ARBA:ARBA00004635}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004635}.,,,,
 CTL0823,CTL0823,799,A0A0H3MLF6,,278,,CT560,TC0849,Uncharacterized protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,47,ND,Constitutive,,,,A0A0H3MLF6,,,,,,,,,,,
sctL CTL0824,CTL0824,800,A0A0H3MCN8,sctL,223,,CT561,TC0850,Type 3 secretion system stator protein,,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,SctL stator family,59,ND,Mid_Late,,,,A0A0H3MCN8,,,,protein secretion by the type III secretion system [GO:0030254],cytoplasm [GO:0005737],,Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,,,,
sctR CTL0825,CTL0825,801,A0A0H3MCD8,sctR,306,,CT562,TC0851,"Type III secretion system, membrane protein",,Type III secretion,TRUE,FALSE,FALSE,FALSE,FALSE,FliP/MopC/SpaP family,13,ND,Constitutive,,,,A0A0H3MCD8,,,,protein secretion [GO:0009306],plasma membrane [GO:0005886],,Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
sctS CTL0826,CTL0826,802,A0A0H3MHJ5,sctS,94,,CT563,TC0852,"Type III secretion system, membrane protein",,Type III secretion,TRUE,FALSE,FALSE,FALSE,FALSE,FliQ/MopD/SpaQ family,ND,ND,Constitutive,,,,A0A0H3MHJ5,,,,protein secretion [GO:0009306],plasma membrane [GO:0005886],,Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
sctT CTL0827,CTL0827,803,A0A0H3MDS6,sctT,289,,CT564,TC0853,"Type III secretion system, membrane protein",,Type III secretion,TRUE,FALSE,FALSE,FALSE,FALSE,FliR/MopE/SpaR family,ND,ND,Constitutive,,,,A0A0H3MDS6,,,,protein targeting [GO:0006605],plasma membrane [GO:0005886],,Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 CTL0828,CTL0828,804,A0A0H3MLF9,,147,,CT565,TC0854,Membrane protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,NQ,ND,Late,,,,A0A0H3MLF9,,,,,membrane [GO:0016020],,,,,,
 CTL0829,CTL0829,805,A0A0H3MCP1,,330,,CT566,TC0855,Exported protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MCP1,,,,,,,,,,,
 CTL0830,CTL0830,806,A0A0H3MCE2,,174,,CT567,TC0856,Exported protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MCE2,,,,,,,,,,,
 CTL0831,CTL0831,807,A0A0H3MHK0,,151,,CT568,TC0857,Membrane protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,NQ,ND,Constitutive,,,,A0A0H3MHK0,,,,,membrane [GO:0016020],,,,,,
gspG CTL0832,CTL0832,808,A0A0H3MDT0,gspG,109,,CT569,TC0858,General secretion pathway protein G,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,NQ,146,,,,,A0A0H3MDT0,,,,,,,,,,,
gspF CTL0833,CTL0833,809,A0A0H3MLG3,gspF,391,,CT570,TC0859,General secretion pathway protein F,,Cell processes,TRUE,FALSE,FALSE,FALSE,FALSE,GSP F family,ND,ND,Constitutive,,,,A0A0H3MLG3,,,,,plasma membrane [GO:0005886],,Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
gspE CTL0834,CTL0834,810,A0A0H3MCP6,gspE,501,,CT571,TC0860,General secretion pathway protein E,,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,GSP E family,ND,ND,Constitutive,,,,A0A0H3MCP6,,,,,,ATP binding [GO:0005524],,,,,
gspD CTL0835,CTL0835,811,A0A0H3MCE5,gspD,760,,CT572,TC0861,General secretion pathway protein D,,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,Bacterial secretin family,ND,ND,Constitutive,,,,A0A0H3MCE5,,,,protein secretion [GO:0009306],cell outer membrane [GO:0009279],,Cell outer membrane {ECO:0000256|RuleBase:RU004004}.,,,,
 CTL0836,CTL0836,812,A0A0H3MHK3,,409,,CT573,TC0862,Exported protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MHK3,,,,,,,,,,,
pepP CTL0837,CTL0837,813,A0A0H3MDT2,pepP,356,,CT574,TC0863,Proline dipeptidase,,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,,67,NQ,Constitutive,,,,A0A0H3MDT2,,,,,,,,,,,
mutL CTL0838,CTL0838,814,B0B8E9,mutL,576,,CT575,TC0864,DNA mismatch repair protein MutL,,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,DNA mismatch repair MutL/HexB family,ND,ND,Constitutive,,,,B0B8E9,,,,mismatch repair [GO:0006298],mismatch repair complex [GO:0032300],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent DNA damage sensor activity [GO:0140664]; mismatched DNA binding [GO:0030983],,,,,
scc2 CTL0839,CTL0839,815,A0A0H3MLG7,scc2,232,,CT576,TC0865,Type III secretion chaperone (Low calcium response protein H),,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,,83,ND,Late,,,,A0A0H3MLG7,,,,,,protein serine/threonine kinase activity [GO:0004674],,,,,
 CTL0840,CTL0840,816,A0A0H3MCQ4,,119,,CT577,TC0866,Cytosolic protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,76,ND,Late,,,,A0A0H3MCQ4,,,,,,,,,,,
copB CTL0841,CTL0841,817,A0A0H3MCF0,copB,487,,CT578,TC0867,Type III secretion system membrane protein,,Type III secretion,TRUE,FALSE,FALSE,FALSE,FALSE,,83,ND,Late,,,,A0A0H3MCF0,,,,,membrane [GO:0016020],,,,,,
copD CTL0842,CTL0842,818,A0A0H3MHK7,copD,439,,CT579,TC0868,Type III secretion system protein,,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,,127,ND,Late,,,,A0A0H3MHK7,,,,,,,,,,,
 CTL0843,CTL0843,819,B0B8F4,,327,,CT580,TC0869,S-adenosylmethionine/S-adenosylhomocysteine transporter (SAM/SAH transporter) (SAMHT),,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,"Drug/metabolite transporter (DMT) superfamily, 10 TMS drug/metabolite exporter (DME) (TC 2.A.7.3) family",ND,ND,Constitutive,,,,B0B8F4,,,,,plasma membrane [GO:0005886],,Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,,,,
thrS CTL0844,CTL0844,820,B0B8F5,thrS,635,,CT581,TC0870,Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Class-II aminoacyl-tRNA synthetase family,40,ND,Constitutive,,,,B0B8F5,,,,threonyl-tRNA aminoacylation [GO:0006435],cytoplasm [GO:0005737],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; threonine-tRNA ligase activity [GO:0004829]; tRNA binding [GO:0000049],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00184}.,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00184}.,,,
minD CTL0845,CTL0845,821,A0A0H3MDT7,minD,255,,CT582,TC0871,Chromosome partitioning ATPase (ParA family),,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,ParA family,ND,NQ,Constitutive,,,,A0A0H3MDT7,,,,,,,,,,,
gp6D CTL0846,CTL0846,822,A0A0H3MLH1,gp6D,263,,CT583,TC0872,Virulence plasmid protein pGP6-D-related protein,,Other,FALSE,FALSE,FALSE,FALSE,FALSE,UPF0137 (pGP6-D) family,ND,ND,Constitutive,,,,A0A0H3MLH1,,,,,,,,,,,
 CTL0847,CTL0847,823,A0A0H3MCR9,,183,,CT584,TC0873,Uncharacterized protein,,Type III secretion,FALSE,FALSE,FALSE,FALSE,FALSE,,122,165,Mid_Late,4MLK;,4MLK,https://cdn.rcsb.org/images/structures/4mlk_assembly-1.jpeg,A0A0H3MCR9,,,,,,,,,,,
trpS CTL0848,CTL0848,824,A0A0H3MCF4,trpS,346,,CT585,TC0874,Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Class-I aminoacyl-tRNA synthetase family,112,123,Constitutive,,,,A0A0H3MCF4,,,,tryptophanyl-tRNA aminoacylation [GO:0006436],cytoplasm [GO:0005737],ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00140}.,Homodimer. {ECO:0000256|HAMAP-Rule:MF_00140}.,,,
uvrB CTL0849,CTL0849,825,A0A0H3MHL0,uvrB,668,,CT586,TC0875,UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B),,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,UvrB family,ND,ND,Constitutive,,,,A0A0H3MHL0,,,,nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432],cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381],"Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_00204, ECO:0000256|RuleBase:RU003587}.","Forms a heterotetramer with UvrA during the search for lesions. Interacts with UvrC in an incision complex. {ECO:0000256|ARBA:ARBA00026033, ECO:0000256|HAMAP-Rule:MF_00204, ECO:0000256|RuleBase:RU003587}.",,,
eno CTL0850,CTL0850,826,B0B8G1,eno,424,,CT587,TC0876,Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Enolase family,133,162,Constitutive,,,,B0B8G1,,,,glycolytic process [GO:0006096],cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015],magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634],"Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00318}. Secreted {ECO:0000255|HAMAP-Rule:MF_00318}. Cell surface {ECO:0000255|HAMAP-Rule:MF_00318}. Note=Fractions of enolase are present in both the cytoplasm and on the cell surface. The export of enolase possibly depends on the covalent binding to the substrate; once secreted, it remains attached to the cell surface. {ECO:0000255|HAMAP-Rule:MF_00318}.",,,,
rbsU CTL0851,CTL0851,827,A0A0H3MDU0,rbsU,650,,CT588,TC0877,Sigma regulatory family protein-PP2C phosphatase,,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,,ND,ND,Constitutive,6MAB;,6MAB,https://cdn.rcsb.org/images/structures/6mab_assembly-1.jpeg,A0A0H3MDU0,,,,signal transduction [GO:0007165],membrane [GO:0016020],,,,,,
 CTL0852,CTL0852,828,A0A0H3MLH6,,602,,CT589,TC0878,Exported protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,NQ,ND,Constitutive,,,,A0A0H3MLH6,,,,,,,,,,,
 CTL0853,CTL0853,829,A0A0H3MCS4,,954,,CT590,TC0879,Uncharacterized protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,39,ND,Mid_Late,,,,A0A0H3MCS4,,,,,,,,,,,
sdhB CTL0854,CTL0854,830,A0A0H3MCG0,sdhB,232,,CT591,TC0880,Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Succinate dehydrogenase/fumarate reductase iron-sulfur protein family,ND,ND,Constitutive,,,,A0A0H3MCG0,,,,tricarboxylic acid cycle [GO:0006099],,"2 iron, 2 sulfur cluster binding [GO:0051537]; 3 iron, 4 sulfur cluster binding [GO:0051538]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]",,,,,
sdhA CTL0855,CTL0855,831,A0A0H3MHL4,sdhA,626,,CT592,TC0881,succinate dehydrogenase (EC 1.3.5.1),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"FAD-dependent oxidoreductase 2 family, FRD/SDH subfamily",ND,ND,Constitutive,,,,A0A0H3MHL4,,,,,membrane [GO:0016020],oxidoreductase activity [GO:0016491],,,,,
 CTL0858,CTL0858,832,A0A0H3MDU5,,263,,CT594,TC0883,Hydrolase,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,17,ND,Constitutive,,,,A0A0H3MDU5,,,,,,DNA nuclease activity [GO:0004536]; metal ion binding [GO:0046872],,,,,
dsdD CTL0859,CTL0859,833,A0A0H3MLI0,dsdD,692,,CT595,TC0884,Thiol:disulfide interchange protein,,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,,49,ND,Constitutive,,,,A0A0H3MLI0,,,,cytochrome complex assembly [GO:0017004],membrane [GO:0016020],,,,,,
exbB CTL0860,CTL0860,834,A0A0H3MCS8,exbB,232,,CT596,TC0885,Macromolecule transporter,,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,ExbB/tolQ family,ND,ND,Constitutive,,,,A0A0H3MCS8,,,,protein transport [GO:0015031],plasma membrane [GO:0005886],,"Membrane {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU004057}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU004057}.",,,,
 CTL0861,CTL0861,835,A0A0H3MCH0,,135,,CT597,TC0886,Macromolecule transport protein,,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,ExbD/TolR family,ND,ND,Constitutive,,,,A0A0H3MCH0,,,,protein transport [GO:0015031],plasma membrane [GO:0005886],transmembrane transporter activity [GO:0022857],Cell membrane {ECO:0000256|RuleBase:RU003879}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU003879}.,,,,
tolB CTL0862,CTL0862,836,B0B8H3,tolB,431,,CT599,TC0888,Protein TolB homolog,,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,TolB family,ND,ND,Constitutive,,,,B0B8H3,,,,,periplasmic space [GO:0042597],,Periplasm {ECO:0000250|UniProtKB:P0A855}.,,,,
pal CTL0863,CTL0863,837,A0A0H3MDU9,pal,188,,CT600,TC0889,Peptidoglycan-associated lipoprotein (PAL),,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,Pal lipoprotein family,34,161,Mid_Late,,,,A0A0H3MDU9,,,,cell division [GO:0051301],cell outer membrane [GO:0009279],,Cell outer membrane {ECO:0000256|HAMAP-Rule:MF_02204}; Lipid-anchor {ECO:0000256|HAMAP-Rule:MF_02204}.,,,,
 CTL0864,CTL0864,838,A0A0H3MLI6,,200,,CT601,TC0890,Soluble transglycosylase,,Other,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,24,Constitutive,,,,A0A0H3MLI6,,,,,,,,,,,
 CTL0865,CTL0865,839,A0A0H3MCT3,,130,,CT602,TC0891,Membrane associated protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MCT3,,,,,,,,,,,
ahpC CTL0866,CTL0866,840,A0A0H3MCJ5,ahpC,195,,CT603,TC0892,Thioredoxin peroxidase,,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Peroxiredoxin family, AhpC/Prx1 subfamily",132,175,Constitutive,,,,A0A0H3MCJ5,,,,,,peroxiredoxin activity [GO:0051920],,,,,
groEL2 CTL0867,CTL0867,841,A0A0H3MHM1,groEL2,533,,CT604,TC0893,60 kDa chaperonin,,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Chaperonin (HSP60) family,ND,ND,Constitutive,,,,A0A0H3MHM1,,,,protein refolding [GO:0042026],,ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662],,Forms a cylinder of 14 subunits composed of two heptameric rings stacked back-to-back. Interacts with the co-chaperonin GroES. {ECO:0000256|RuleBase:RU000419}.,,,
 CTL0868,CTL0868,842,A0A0H3MDV1,,408,,CT605,TC0894,Exported protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MDV1,,,,,,peptidoglycan beta-N-acetylmuramidase activity [GO:0033922],,,,,
 CTL0869,CTL0869,843,B0B8I0,,209,,CT606,TC0895,dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,HAM1 NTPase family,ND,ND,Constitutive,,,,B0B8I0,,,,nucleotide metabolic process [GO:0009117]; purine nucleoside triphosphate catabolic process [GO:0009146],,dITP diphosphatase activity [GO:0035870]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; XTP diphosphatase activity [GO:0036222],,Homodimer. {ECO:0000255|HAMAP-Rule:MF_01405}.,,,
 CTL0870,CTL0870,844,A0A0H3MLJ0,,79,,CT606,TC0896,Cytosolic protein,,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,,,,,A0A0H3MLJ0,,,,,,,,,,,
ung CTL0871,CTL0871,845,B0B8I2,ung,229,,CT607,TC0897,Uracil-DNA glycosylase (UDG) (EC 3.2.2.27),,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,"Uracil-DNA glycosylase (UDG) superfamily, UNG family",NQ,ND,Constitutive,,,,B0B8I2,,,,base-excision repair [GO:0006284],cytoplasm [GO:0005737],uracil DNA N-glycosylase activity [GO:0004844],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00148}.,,,,
uvrD CTL0872,CTL0872,846,A0A0H3MCT6,uvrD,634,,CT608,TC0898,DNA 3'-5' helicase (EC 5.6.2.4),,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,"Helicase family, UvrD subfamily",6,80,Constitutive,,,,A0A0H3MCT6,,,,,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678],,,,,
