FullGeneName,GeneID,SortIndex,Uniprot ID,GeneName,Length (bp),PZ,OrthologID_D,OrthologID_L2,Product,Mass (kD),Function,Mem true,Hyp true,DNA true,Secr true,Inc true,Protein Family,PDB ID,PDB,PDBImageURL,AlphaFold ID,AFImageURL,Version,Structural homology (Foldseek),Biological Process,Cellular Component,Molecular Function,Subcellular Location,Subunit Structure,LastEdited,EditedByName,Favorite
polA TC0780,TC0780,766,Q9PJP8,polA,866,,CT493,CTL0754,DNA polymerase I (EC 2.7.7.7),96.9,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,DNA polymerase type-A family,,,,Q9PJP8,,,,DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261],,3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887],,,,,
 TC0781,TC0781,767,Q9PJP7,,332,,CT494,CTL0755,"Protease IV, putative",36.1,Other,FALSE,FALSE,FALSE,FALSE,FALSE,Peptidase S49 family,,,,Q9PJP7,,,,proteolysis [GO:0006508],membrane [GO:0016020],serine-type peptidase activity [GO:0008236],,,,,
tlcB TC0782,TC0782,768,Q9PJP6,tlcB,543,,CT495,CTL0756,"ADP,ATP carrier protein 2 (ADP/ATP translocase 2)",59.7,Other,FALSE,FALSE,FALSE,FALSE,FALSE,ADP/ATP translocase tlc family,,,,Q9PJP6,,,,,plasma membrane [GO:0005886],ATP binding [GO:0005524]; ATP:ADP antiporter activity [GO:0005471],Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,,,,
 TC0783,TC0783,769,Q9PJP5,,168,,CT496,CTL0757,CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase (EC 2.7.8.5),19.6,Lipid metabolism,TRUE,FALSE,FALSE,FALSE,FALSE,CDP-alcohol phosphatidyltransferase class-I family,,,,Q9PJP5,,,,phospholipid biosynthetic process [GO:0008654],membrane [GO:0016020],CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [GO:0008444],Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
dnaB TC0784,TC0784,770,Q9PJP4,dnaB,472,,CT497,CTL0759,Replicative DNA helicase (EC 3.6.4.12),53.5,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,"Helicase family, DnaB subfamily",,,,Q9PJP4,,,,"DNA replication, synthesis of RNA primer [GO:0006269]",primosome complex [GO:1990077],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678],,,,,
mnmG TC0785,TC0785,771,Q9PJP3,mnmG,610,,CT498,CTL0760,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A),67.2,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,MnmG family,,,,Q9PJP3,,,,tRNA wobble uridine modification [GO:0002098],cytoplasm [GO:0005737],flavin adenine dinucleotide binding [GO:0050660],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00129}.,Homodimer. Heterotetramer of two MnmE and two MnmG subunits. {ECO:0000255|HAMAP-Rule:MF_00129}.,,,
 TC0786,TC0786,772,Q9PJP2,,233,,CT499,CTL0761,Lipoate-protein ligase-related protein,26.9,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PJP2,,,,protein modification process [GO:0036211],,ligase activity [GO:0016874],,,,,
ndk TC0787,TC0787,773,Q9PJP1,ndk,141,,CT500,CTL0762,Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase),15.2,Nucleotide metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,NDK family,,,,Q9PJP1,,,,CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; phosphorylation [GO:0016310]; UTP biosynthetic process [GO:0006228],cytoplasm [GO:0005737],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00451}.,Homotetramer. {ECO:0000255|HAMAP-Rule:MF_00451}.,,,
ruvA TC0788,TC0788,774,Q9PJP0,ruvA,200,,CT501,CTL0763,Holliday junction branch migration complex subunit RuvA,22.2,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,RuvA family,,,,Q9PJP0,,,,DNA recombination [GO:0006310]; DNA repair [GO:0006281],cytoplasm [GO:0005737]; Holliday junction helicase complex [GO:0009379]; Holliday junction resolvase complex [GO:0048476],ATP binding [GO:0005524]; four-way junction DNA binding [GO:0000400]; four-way junction helicase activity [GO:0009378],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00031}.,Homotetramer. Forms an RuvA(8)-RuvB(12)-Holliday junction (HJ) complex. HJ DNA is sandwiched between 2 RuvA tetramers; dsDNA enters through RuvA and exits via RuvB. An RuvB hexamer assembles on each DNA strand where it exits the tetramer. Each RuvB hexamer is contacted by two RuvA subunits (via domain III) on 2 adjacent RuvB subunits; this complex drives branch migration. In the full resolvosome a probable DNA-RuvA(4)-RuvB(12)-RuvC(2) complex forms which resolves the HJ. {ECO:0000255|HAMAP-Rule:MF_00031}.,,,
ruvC TC0789,TC0789,775,Q9PJN9,ruvC,170,,CT502,CTL0764,Crossover junction endodeoxyribonuclease RuvC (EC 3.1.21.10) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC),18.8,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,RuvC family,,,,Q9PJN9,,,,DNA recombination [GO:0006310]; DNA repair [GO:0006281],cytoplasm [GO:0005737]; Holliday junction resolvase complex [GO:0048476],crossover junction DNA endonuclease activity [GO:0008821]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00034}.,Homodimer which binds Holliday junction (HJ) DNA. The HJ becomes 2-fold symmetrical on binding to RuvC with unstacked arms; it has a different conformation from HJ DNA in complex with RuvA. In the full resolvosome a probable DNA-RuvA(4)-RuvB(12)-RuvC(2) complex forms which resolves the HJ. {ECO:0000255|HAMAP-Rule:MF_00034}.,,,
 TC0790,TC0790,776,Q9PJN8,,185,,CT503,CTL0765,Uncharacterized protein,22.3,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJN8,,,,,,,,,,,
 TC0791,TC0791,777,Q9PJN7,,287,,CT504,CTL0766,Uncharacterized protein TC_0791,31.9,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,Chlamydial CPn_0623/CT_504/TC_0791 family,,,,Q9PJN7,,,,,,,,,,,
gap TC0792,TC0792,778,Q9PJN6,gap,335,,CT505,CTL0767,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase),36.2,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Glyceraldehyde-3-phosphate dehydrogenase family,,,,Q9PJN6,,,,glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096],cytoplasm [GO:0005737],glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; NAD binding [GO:0051287]; NADP binding [GO:0050661],Cytoplasm {ECO:0000305}.,Homotetramer. {ECO:0000250|UniProtKB:P00362}.,,,
rplQ TC0793,TC0793,779,Q9PJN5,rplQ,142,,CT506,CTL0768,Large ribosomal subunit protein bL17 (50S ribosomal protein L17),16.2,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Bacterial ribosomal protein bL17 family,,,,Q9PJN5,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. Contacts protein L32. {ECO:0000255|HAMAP-Rule:MF_01368}.,,,
rpoA TC0794,TC0794,780,Q9PJN4,rpoA,377,,CT507,CTL0769,DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha),41.8,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,RNA polymerase alpha chain family,,,,Q9PJN4,,,,DNA-templated transcription [GO:0006351],cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428],DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983],,"Homodimer. The RNAP catalytic core consists of 2 alpha, 1 beta, 1 beta' and 1 omega subunit. When a sigma factor is associated with the core the holoenzyme is formed, which can initiate transcription. {ECO:0000255|HAMAP-Rule:MF_00059}.",,,
rpsK TC0795,TC0795,781,Q9PJN3,rpsK,132,,CT508,CTL0770,Small ribosomal subunit protein uS11 (30S ribosomal protein S11),13.9,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS11 family,,,,Q9PJN3,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 30S ribosomal subunit. Interacts with proteins S7 and S18. Binds to IF-3. {ECO:0000255|HAMAP-Rule:MF_01310}.,,,
rpsM TC0796,TC0796,782,Q9PJN2,rpsM,122,,CT509,CTL0771,Small ribosomal subunit protein uS13 (30S ribosomal protein S13),13.9,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS13 family,,,,Q9PJN2,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049],,Part of the 30S ribosomal subunit. Forms a loose heterodimer with protein S19. Forms two bridges to the 50S subunit in the 70S ribosome. {ECO:0000255|HAMAP-Rule:MF_01315}.,,,
secY TC0797,TC0797,783,Q9PJN1,secY,457,,CT510,CTL0772,Protein translocase subunit SecY,50.3,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,SecY/SEC61-alpha family,,,,Q9PJN1,,,,intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952],plasma membrane [GO:0005886],,Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01465}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01465}.,"Component of the Sec protein translocase complex. Heterotrimer consisting of SecY, SecE and SecG subunits. The heterotrimers can form oligomers, although 1 heterotrimer is thought to be able to translocate proteins. Interacts with the ribosome. Interacts with SecDF, and other proteins may be involved. Interacts with SecA. {ECO:0000255|HAMAP-Rule:MF_01465}.",,,
rplO TC0798,TC0798,784,Q9PJN0,rplO,144,,CT511,CTL0773,Large ribosomal subunit protein uL15 (50S ribosomal protein L15),16.2,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL15 family,,,,Q9PJN0,,,,translation [GO:0006412],large ribosomal subunit [GO:0015934],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01341}.,,,
rpsE TC0799,TC0799,785,P0A4C9,rpsE,165,,CT512,CTL0774,Small ribosomal subunit protein uS5 (30S ribosomal protein S5),17.8,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS5 family,,,,P0A4C9,,,,translation [GO:0006412],cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 30S ribosomal subunit. Contacts proteins S4 and S8. {ECO:0000255|HAMAP-Rule:MF_01307}.,,,
rplR TC0800,TC0800,786,Q9PJM9,rplR,123,,CT513,CTL0775,Large ribosomal subunit protein uL18 (50S ribosomal protein L18),13.3,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL18 family,,,,Q9PJM9,,,,translation [GO:0006412],cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit; part of the 5S rRNA/L5/L18/L25 subcomplex. Contacts the 5S and 23S rRNAs. {ECO:0000255|HAMAP-Rule:MF_01337}.,,,
rplF TC0801,TC0801,787,Q9PJM8,rplF,183,,CT514,CTL0776,Large ribosomal subunit protein uL6 (50S ribosomal protein L6),19.9,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL6 family,,,,Q9PJM8,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01365}.,,,
rpsH TC0802,TC0802,788,Q9PJM7,rpsH,133,,CT515,CTL0777,Small ribosomal subunit protein uS8 (30S ribosomal protein S8),15.1,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS8 family,,,,Q9PJM7,,,,translation [GO:0006412],cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 30S ribosomal subunit. Contacts proteins S5 and S12. {ECO:0000255|HAMAP-Rule:MF_01302}.,,,
rplE TC0803,TC0803,789,Q9PJM6,rplE,180,,CT516,CTL0778,Large ribosomal subunit protein uL5 (50S ribosomal protein L5),20.5,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL5 family,,,,Q9PJM6,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049],,Part of the 50S ribosomal subunit; part of the 5S rRNA/L5/L18/L25 subcomplex. Contacts the 5S rRNA and the P site tRNA. Forms a bridge to the 30S subunit in the 70S ribosome. {ECO:0000255|HAMAP-Rule:MF_01333}.,,,
rplX TC0804,TC0804,790,Q9PJM5,rplX,111,,CT517,CTL0779,Large ribosomal subunit protein uL24 (50S ribosomal protein L24),12.6,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL24 family,,,,Q9PJM5,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01326}.,,,
rplN TC0805,TC0805,791,Q9PJM4,rplN,122,,CT518,CTL0780,Large ribosomal subunit protein uL14 (50S ribosomal protein L14),13.5,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL14 family,,,,Q9PJM4,,,,translation [GO:0006412],large ribosomal subunit [GO:0015934],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,"Part of the 50S ribosomal subunit. Forms a cluster with proteins L3 and L19. In the 70S ribosome, L14 and L19 interact and together make contacts with the 16S rRNA in bridges B5 and B8. {ECO:0000255|HAMAP-Rule:MF_01367}.",,,
rpsQ TC0806,TC0806,792,Q9PJM3,rpsQ,83,,CT519,CTL0781,Small ribosomal subunit protein uS17 (30S ribosomal protein S17),9.7,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS17 family,,,,Q9PJM3,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 30S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01345}.,,,
rpmC TC0807,TC0807,793,Q9PJM2,rpmC,72,,CT520,CTL0782,Large ribosomal subunit protein uL29 (50S ribosomal protein L29),8.3,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL29 family,,,,Q9PJM2,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,,,,
rplP TC0808,TC0808,794,Q9PJM1,rplP,138,,CT521,CTL0783,Large ribosomal subunit protein uL16 (50S ribosomal protein L16),15.8,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL16 family,,,,Q9PJM1,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01342}.,,,
rpsC TC0809,TC0809,795,Q9PJM0,rpsC,224,,CT522,CTL0784,Small ribosomal subunit protein uS3 (30S ribosomal protein S3),24.4,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS3 family,,,,Q9PJM0,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 30S ribosomal subunit. Forms a tight complex with proteins S10 and S14. {ECO:0000255|HAMAP-Rule:MF_01309}.,,,
rplV TC0810,TC0810,796,Q9PJL9,rplV,111,,CT523,CTL0785,Large ribosomal subunit protein uL22 (50S ribosomal protein L22),12.4,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL22 family,,,,Q9PJL9,,,,translation [GO:0006412],large ribosomal subunit [GO:0015934],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01331}.,,,
rpsS TC0811,TC0811,797,P66481,rpsS,88,,CT524,CTL0786,Small ribosomal subunit protein uS19 (30S ribosomal protein S19),10.2,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS19 family,,,,P66481,,,,translation [GO:0006412],cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,,,,
rplB TC0812,TC0812,798,Q9PJL7,rplB,284,,CT525,CTL0787,Large ribosomal subunit protein uL2 (50S ribosomal protein L2),31.5,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL2 family,,,,Q9PJL7,,,,translation [GO:0006412],large ribosomal subunit [GO:0015934],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740],,Part of the 50S ribosomal subunit. Forms a bridge to the 30S subunit in the 70S ribosome. {ECO:0000255|HAMAP-Rule:MF_01320}.,,,
rplW TC0813,TC0813,799,Q9PJL6,rplW,111,,CT526,CTL0788,Large ribosomal subunit protein uL23 (50S ribosomal protein L23),12.1,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL23 family,,,,Q9PJL6,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,"Part of the 50S ribosomal subunit. Contacts protein L29, and trigger factor when it is bound to the ribosome. {ECO:0000255|HAMAP-Rule:MF_01369}.",,,
rplD TC0814,TC0814,800,Q9PJL5,rplD,222,,CT527,CTL0789,Large ribosomal subunit protein uL4 (50S ribosomal protein L4),24.5,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL4 family,,,,Q9PJL5,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01328}.,,,
rplC TC0815,TC0815,801,Q9PJL4,rplC,221,,CT528,CTL0790,Large ribosomal subunit protein uL3 (50S ribosomal protein L3),23.5,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL3 family,,,,Q9PJL4,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. Forms a cluster with proteins L14 and L19. {ECO:0000255|HAMAP-Rule:MF_01325}.,,,
 TC0816,TC0816,802,Q9PJL3,,293,,CT529,CTL0791,Uncharacterized protein,30.9,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,Q9PJL3,,,,,membrane [GO:0016020],,,,,,
fmt TC0817,TC0817,803,Q9PJL2,fmt,316,,CT530,CTL0792,Methionyl-tRNA formyltransferase (EC 2.1.2.9),33.9,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Fmt family,,,,Q9PJL2,,,,,,methionyl-tRNA formyltransferase activity [GO:0004479],,,,,
lpxA TC0818,TC0818,804,Q9PJL1,lpxA,280,,CT531,CTL0793,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129),30.7,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,"Transferase hexapeptide repeat family, LpxA subfamily",,,,Q9PJL1,,,,lipid A biosynthetic process [GO:0009245],cytoplasm [GO:0005737],acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity [GO:0008780],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00387}.,Homotrimer. {ECO:0000255|HAMAP-Rule:MF_00387}.,,,
fabZ TC0819,TC0819,805,Q9PJL0,fabZ,153,,CT532,CTL0794,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase),16.7,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Thioester dehydratase family, FabZ subfamily",,,,Q9PJL0,,,,fatty acid biosynthetic process [GO:0006633]; lipid A biosynthetic process [GO:0009245],cytoplasm [GO:0005737],(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity [GO:0019171]; (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00406}.,,,,
lpxC TC0820,TC0820,806,Q9PJK9,lpxC,286,,CT533,CTL0795,UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase),31.2,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,LpxC family,,,,Q9PJK9,,,,lipid A biosynthetic process [GO:0009245],,metal ion binding [GO:0046872]; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity [GO:0008759]; UDP-3-O-acyl-N-acetylglucosamine deacetylase activity [GO:0103117],,,,,
lnt TC0821,TC0821,807,Q9PJK8,lnt,542,,CT534,CTL0796,Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269),61.2,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"CN hydrolase family, Apolipoprotein N-acyltransferase subfamily",,,,Q9PJK8,,,,lipoprotein biosynthetic process [GO:0042158],plasma membrane [GO:0005886],N-acyltransferase activity [GO:0016410],Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01148}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01148}.,,,,
 TC0822,TC0822,808,Q9PJK7,,159,,CT535,CTL0797,Uncharacterized acyl-CoA thioester hydrolase TC_0822 (EC 3.1.2.-),18.2,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Acyl coenzyme A hydrolase family,,,,Q9PJK7,,,,,,thiolester hydrolase activity [GO:0016790],,,,,
 TC0823,TC0823,809,Q9PJK6,,250,,CT536,CTL0798,"DNA polymerase III, epsilon subunit, putative",28.9,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,Q9PJK6,,,,DNA replication [GO:0006260],,DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; exonuclease activity [GO:0004527],,,,,
 TC0824,TC0824,810,Q9PJK5,,157,,CT537,CTL0799,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE),17.5,Other,FALSE,FALSE,FALSE,FALSE,FALSE,TsaE family,,,,Q9PJK5,,,,tRNA threonylcarbamoyladenosine modification [GO:0002949],cytoplasm [GO:0005737],ATP binding [GO:0005524]; metal ion binding [GO:0046872],Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,,,,
 TC0825,TC0825,811,Q9PJK4,,238,,CT538,CTL0800,Uncharacterized protein TC_0825,27.3,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,Chlamydial CPn_0658/CT_538/TC_0825 family,,,,Q9PJK4,,,,,,,,,,,
trxA TC0826,TC0826,812,Q9PJK3,trxA,102,,CT539,CTL0801,Thioredoxin (Trx),11.1,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Thioredoxin family,,,,Q9PJK3,,,,,,protein-disulfide reductase activity [GO:0015035],,,,,
 TC0827,TC0827,813,Q9PJK2,,151,,CT540,CTL0802,Putative tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase),16.8,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Class IV-like SAM-binding methyltransferase superfamily, RNA methyltransferase TrmH family, TrmL subfamily",,,,Q9PJK2,,,,tRNA methylation [GO:0030488],cytoplasm [GO:0005737],RNA binding [GO:0003723]; tRNA (5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase activity [GO:0141102]; tRNA (cytidine(34)-2'-O)-methyltransferase activity [GO:0141098],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01885}.,,,,
